Compound,SMILES,RT,Signal,Concentration,Concentration_sample,Type,ISTD_response,Sample_type,Sample_name,mz,MW,IC
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,431752,NA,0.12200000000000001,Target Compound,313562636,Matrix Blank,Blind1a,425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,818307,0.1,0.21800000000000003,Target Compound,323736250,Cal Std,STD1(0.1ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,1687973,0.5,0.48900000000000005,Target Compound,291618516,Cal Std,STD2(0.5ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,3670337,1,0.935,Target Compound,329185251,Cal Std,STD3(1ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,14136263,5,4.137,Target Compound,284904812,Cal Std,STD4(5ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,34323305,10,8.613999999999999,Target Compound,331928510,Cal Std,STD5(10ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,85871339,25,22.968999999999998,Target Compound,311259162,Cal Std,STD6(25ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,151301195,50,45.308,Target Compound,277980392,Cal Std,STD7(50ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,309660863,100,89.88499999999999,Target Compound,286753791,Cal Std,STD8(100ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,687226981,250,239.83200000000002,Target Compound,238495978,Cal Std,STD9(250ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,1302192002,500,488.133,Target Compound,222033467,Cal Std,STD10(500ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,NA,1000,991.57,Target Compound,184945702,Cal Std,STD11(1000ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,124576,NA,NA,Target Compound,NA,Solvent,BlankA,425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,48560,NA,NA,Target Compound,NA,Solvent,BlankB,425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,630784,NA,0.15500000000000003,Target Compound,355842117,Matrix Blank,Blind1b,425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,494928,NA,0.12300000000000001,Target Compound,356951796,Matrix Blank,Blind2a,425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,32145218,NA,8.209999999999999,Target Compound,326145629,Cal Std,STD12(10ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,401329,NA,0.137,Target Compound,257041554,Matrix Blank,Blind3a,425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,52232,NA,0.094,Target Compound,50070018,Matrix Blank,Blind3b,425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,28919353,NA,8.406,Target Compound,286581750,Cal Std,STD13(10ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,5841591,NA,8.15,Target Compound,59706738,Unknown,LUQ02_spike_10ng/L,425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,9663859,NA,7.91,Target Compound,101777267,Unknown,AGG21_spike_10 ng/L,425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,6766748,NA,7.762,Target Compound,72621149,Unknown,GEQ01_spike_10 ng/L,425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,15888023,NA,87.896,Target Compound,15045744,Unknown,BLG09_spike_100 ng/L,425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,57256556,NA,90.94600000000001,Target Compound,52402466,Unknown,NTG38_spike_100 ng/L,425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,48385620,NA,90.887,Target Compound,44312390,Unknown,VDG20_spike_100_ng/L,425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,60349968,NA,83.427,Target Compound,60212132,Unknown,BEG115_Ewigkeitsprobe_spiked_frozen,425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,80453467,NA,88.424,Target Compound,75732727,Unknown,BEG115_ Ewigkeitsprobe_ freshly_spiked,425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,328292,NA,0.116,Target Compound,251717018,Matrix Blank,Blind_4a_(nanopur_fresh),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,415240,NA,0.138,Target Compound,264383315,Matrix Blank,Blind_4b_(nanopur_fresh),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,447524,NA,0.138,Target Compound,284604048,Matrix Blank,Blind_4c_(nanopur_fresh),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,353170,0.1,0.126,Target Compound,246802097,Cal Std,STD_14_(0.1_ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,1217871,0.5,0.502,Target Compound,204663277,Cal Std,STD_15_(0.5_ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,3090579,1,0.915,Target Compound,283421952,Cal Std,STD_16_(1_ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,12684268,5,4.208,Target Compound,251296423,Cal Std,STD_17_ (5_ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,26421089,10,8.453000000000001,Target Compound,260379561,Cal Std,STD_18_(10_ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,72194154,25,21.794999999999998,Target Compound,275779383,Cal Std,STD_19_(25_ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,118876400,50,45.046,Target Compound,219675117,Cal Std,STD_20_(50_ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,245147516,100,88.93400000000001,Target Compound,229441678,Cal Std,STD_21_(100_ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,556498270,250,245.907,Target Compound,188356587,Cal Std,STD_22_(250_ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,1051336596,500,481.441,Target Compound,181752567,Cal Std,STD_23_(500_ng/L),425.153,424.513,137.13267936387385
Eprosartan_2776_p,s1cccc1CC(=C\c1n(c(nc1)CCCC)Cc1ccc(C(O)=O)cc1)\C(O)=O,14.8,1940854716,1000,1093.7839999999999,Target Compound,147686122,Cal Std,STD_24_(1000_ng/L),425.153,424.513,137.13267936387385
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,1664450,0.1,0.012,Target Compound,408904024,Cal Std,STD1(0.1ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,8213331,0.5,0.458,Target Compound,393811856,Cal Std,STD2(0.5ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,16524845,1,0.991,Target Compound,403953850,Cal Std,STD3(1ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,90988863,5,5.922,Target Compound,401647337,Cal Std,STD4(5ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,178222945,10,11.576,Target Compound,405596303,Cal Std,STD5(10ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,462018618,25,29.441999999999997,Target Compound,415493408,Cal Std,STD6(25ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,831207882,50,56.3,Target Compound,391511687,Cal Std,STD7(50ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,1550373145,100,97.399,Target Compound,422413995,Cal Std,STD8(100ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,NA,250,249.38500000000002,Target Compound,345092333,Cal Std,STD9(250ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,NA,500,436.134,Target Compound,341673362,Cal Std,STD10(500ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,NA,1000,839.122,Target Compound,267348120,Cal Std,STD11(1000ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,184992213,NA,11.609,Target Compound,419842529,Cal Std,STD12(10ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,170427836,NA,11.341,Target Compound,395821319,Cal Std,STD13(10ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,12432661,NA,9.779,Target Compound,33443687,Unknown,LUQ02_spike_10ng/L,210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,29540575,NA,11.565000000000001,Target Compound,67292582,Unknown,AGG21_spike_10 ng/L,210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,52606086,NA,12.908,Target Compound,107457858,Unknown,GEQ01_spike_10 ng/L,210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,45543639,NA,102.87299999999999,Target Compound,11749062,Unknown,BLG09_spike_100 ng/L,210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,220209998,NA,97.115,Target Compound,60173632,Unknown,NTG38_spike_100 ng/L,210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,343213220,NA,104.88499999999999,Target Compound,86843150,Unknown,VDG20_spike_100_ng/L,210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,139246,NA,-0.062,Target Compound,110551380,Unknown,BEG115_Ewigkeitsprobe_spiked_frozen,210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,135086,NA,-0.066,Target Compound,118167558,Unknown,BEG115_ Ewigkeitsprobe_ freshly_spiked,210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,977044,NA,0.037,Target Compound,195040168,Matrix Blank,Blind_4a_(nanopur_fresh),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,1052492,NA,-0.002,Target Compound,296600113,Matrix Blank,Blind_4b_(nanopur_fresh),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,1100671,NA,0,Target Compound,305392485,Matrix Blank,Blind_4c_(nanopur_fresh),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,2118733,0.1,0.07500000000000001,Target Compound,329350896,Cal Std,STD_14_(0.1_ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,5952704,0.5,0.494,Target Compound,268156565,Cal Std,STD_15_(0.5_ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,10669363,1,1.05,Target Compound,247227638,Cal Std,STD_16_(1_ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,77165141,5,6.086,Target Compound,331557601,Cal Std,STD_17_ (5_ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,161898760,10,10.539,Target Compound,404373753,Cal Std,STD_18_(10_ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,367869368,25,24.567,Target Compound,396210772,Cal Std,STD_19_(25_ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,730262047,50,58.800999999999995,Target Compound,329358174,Cal Std,STD_20_(50_ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,1485696763,100,109.002,Target Compound,361738699,Cal Std,STD_21_(100_ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,NA,250,281.91099999999994,Target Compound,315365540,Cal Std,STD_22_(250_ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,NA,500,542.971,Target Compound,302125033,Cal Std,STD_23_(500_ng/L),210.1601,209.288,114.19109805838431
Ethirimol_4085_p,CCCCC1=C(NC(=NC1=O)NCC)C,14.1,NA,1000,1120.961,Target Compound,239651801,Cal Std,STD_24_(1000_ng/L),210.1601,209.288,114.19109805838431
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,3080194,5,4.874,Target Compound,1091534303,Cal Std,STD4(5ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,7019518,10,10.238999999999999,Target Compound,1134622198,Cal Std,STD5(10ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,18349719,25,25.567,Target Compound,1161372077,Cal Std,STD6(25ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,33359608,50,48.480999999999995,Target Compound,1105701690,Cal Std,STD7(50ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,74125838,100,102.136,Target Compound,1161462781,Cal Std,STD8(100ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,162286962,250,267.23499999999996,Target Compound,969658238,Cal Std,STD9(250ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,300492929,500,500.198,Target Compound,958598279,Cal Std,STD10(500ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,494567523,1000,1057.52,Target Compound,745951028,Cal Std,STD11(1000ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,7714707,NA,10.616,Target Compound,1201153099,Cal Std,STD12(10ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,7740543,NA,10.549,Target Compound,1213098795,Cal Std,STD13(10ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,193560,NA,8.554,Target Compound,37732614,Unknown,LUQ02_spike_10ng/L,287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,848821,NA,7.851,Target Compound,181021364,Unknown,AGG21_spike_10 ng/L,287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,2246061,NA,9.409,Target Compound,396424717,Unknown,GEQ01_spike_10 ng/L,287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,1541045,NA,82.898,Target Compound,29775391,Unknown,BLG09_spike_100 ng/L,287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,9703198,NA,98.55199999999999,Target Compound,157588090,Unknown,NTG38_spike_100 ng/L,287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,20053367,NA,85.337,Target Compound,376341423,Unknown,VDG20_spike_100_ng/L,287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,32627640,NA,95.029,Target Compound,549622762,Unknown,BEG115_Ewigkeitsprobe_spiked_frozen,287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,27800598,NA,96.113,Target Compound,463004780,Unknown,BEG115_ Ewigkeitsprobe_ freshly_spiked,287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,2741243,5,4.262,Target Compound,1124433410,Cal Std,STD_17_ (5_ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,7793109,10,10.732999999999999,Target Compound,1199599239,Cal Std,STD_18_(10_ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,17418725,25,25.830000000000002,Target Compound,1091073616,Cal Std,STD_19_(25_ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,34581340,50,51.638000000000005,Target Compound,1075613429,Cal Std,STD_20_(50_ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,73107978,100,98.12799999999999,Target Compound,1192478677,Cal Std,STD_21_(100_ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,170369674,250,245.118,Target Compound,1109941965,Cal Std,STD_22_(250_ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,318624562,500,479.368,Target Compound,1060643566,Cal Std,STD_23_(500_ng/L),287.0948,286.344,122.54615809556002
Ethofumesat_117_p,S(=O)(=O)(C)O-c(ccc1O2)cc1C(C2OCC)(C)C,19.25,500341689,1000,948.6730000000001,Target Compound,841281310,Cal Std,STD_24_(1000_ng/L),287.0948,286.344,122.54615809556002
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,583907,0.5,0.907,Target Compound,136727502,Cal Std,STD2(0.5ng/L),288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,1430780,1,1.2229999999999999,Target Compound,151959084,Cal Std,STD3(1ng/L),288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,7503860,5,3.8819999999999997,Target Compound,142262632,Cal Std,STD4(5ng/L),288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,17018148,10,7.38,Target Compound,155082104,Cal Std,STD5(10ng/L),288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,46868225,25,19.298,Target Compound,154213154,Cal Std,STD6(25ng/L),288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,96594106,50,41.243,Target Compound,146028220,Cal Std,STD7(50ng/L),288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,191799390,100,82.96400000000001,Target Compound,142998787,Cal Std,STD8(100ng/L),288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,434640121,250,239.77399999999997,Target Compound,111553932,Cal Std,STD9(250ng/L),288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,772946309,500,505.42199999999997,Target Compound,93980345,Cal Std,STD10(500ng/L),288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,1311452850,1000,1169.3619999999999,Target Compound,68870121,Cal Std,STD11(1000ng/L),288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,23503472,NA,9.143999999999998,Target Compound,169727813,Cal Std,STD12(10ng/L),288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,20652945,NA,7.914,Target Compound,174373994,Cal Std,STD13(10ng/L),288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,1451353,NA,6.965,Target Compound,14095080,Unknown,LUQ02_spike_10ng/L,288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,4112903,NA,9.739999999999998,Target Compound,27755449,Unknown,AGG21_spike_10 ng/L,288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,8454899,NA,10.247999999999998,Target Compound,54034398,Unknown,GEQ01_spike_10 ng/L,288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,12327396,NA,118.287,Target Compound,6431285,Unknown,BLG09_spike_100 ng/L,288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,33550835,NA,108.74300000000001,Target Compound,19049030,Unknown,NTG38_spike_100 ng/L,288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,45006360,NA,50.339999999999996,Target Compound,55583458,Unknown,VDG20_spike_100_ng/L,288.1594,287.354,121.4286530558521
Etodolac_3308_p,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,20.8,82923415,NA,108.133,Target Compound,47348318,Unknown,BEG115_Ewigkeitsprobe_spiked_frozen,288.1594,287.354,121.4286530558521
